SITE,SITEVISITID,DATE_,OBS_YEAR,REGION,ISLAND,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,EXCLUDE_FLAG,SEC_NAME,HUMANS20,HUMANS200,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,ANALYSIS_STRATA,ANALYSIS_SEC,MPA_Name,MPA_Estab_Yr,Protection,TUT2012,OTHER_AREA_GROUPING
SWA-00073,4339,3/21/12,2012,SAMOA,Swains,Forereef,Shallow,-11.04695896,-171.0848945,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00074,4351,3/21/12,2012,SAMOA,Swains,Forereef,Deep,-11.046276,-171.080079,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00075,4382,3/23/12,2012,SAMOA,Swains,Forereef,Shallow,-11.05977153,-171.0666867,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00077,4350,3/21/12,2012,SAMOA,Swains,Forereef,Shallow,-11.05514799,-171.0916629,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00078,4387,3/23/12,2012,SAMOA,Swains,Forereef,Shallow,-11.06779964,-171.0776703,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00079,4366,3/22/12,2012,SAMOA,Swains,Forereef,Shallow,-11.06293302,-171.0874561,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00081,4367,3/22/12,2012,SAMOA,Swains,Forereef,Shallow,-11.06404446,-171.08662,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00083,4354,3/22/12,2012,SAMOA,Swains,Forereef,Shallow,-11.06776334,-171.0820257,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00085,4342,3/21/12,2012,SAMOA,Swains,Forereef,Shallow,-11.05014064,-171.0910121,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00087,4356,3/22/12,2012,SAMOA,Swains,Forereef,Mid,-11.06596475,-171.0740786,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00089,4349,3/21/12,2012,SAMOA,Swains,Forereef,Shallow,-11.0540358,-171.0919632,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00090,4381,3/23/12,2012,SAMOA,Swains,Forereef,Shallow,-11.047168,-171.0691092,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00101,4365,3/22/12,2012,SAMOA,Swains,Forereef,Shallow,-11.06029222,-171.0900769,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00105,4355,3/22/12,2012,SAMOA,Swains,Forereef,Deep,-11.06686564,-171.0751937,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00106,4385,3/23/12,2012,SAMOA,Swains,Forereef,Mid,-11.06477654,-171.0724136,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00107,4338,3/21/12,2012,SAMOA,Swains,Forereef,Mid,-11.04704831,-171.0852335,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00108,4357,3/22/12,2012,SAMOA,Swains,Forereef,Shallow,-11.06463823,-171.0724995,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00109,4347,3/21/12,2012,SAMOA,Swains,Forereef,Mid,-11.04820032,-171.0892941,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00111,4346,3/21/12,2012,SAMOA,Swains,Forereef,Deep,-11.06206264,-171.0689481,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00112,4374,3/23/12,2012,SAMOA,Swains,Forereef,Mid,-11.05809909,-171.0650689,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00113,4380,3/23/12,2012,SAMOA,Swains,Forereef,Mid,-11.04552012,-171.0746085,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00115,4372,3/23/12,2012,SAMOA,Swains,Forereef,Mid,-11.04789203,-171.068181,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00117,4337,3/21/12,2012,SAMOA,Swains,Forereef,Deep,-11.04567393,-171.0778773,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00119,4364,3/22/12,2012,SAMOA,Swains,Forereef,Mid,-11.05769291,-171.0914496,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00120,4386,3/23/12,2012,SAMOA,Swains,Forereef,Mid,-11.05271984,-171.0646994,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00121,4363,3/22/12,2012,SAMOA,Swains,Forereef,Deep,-11.06126376,-171.0894868,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00122,4384,3/23/12,2012,SAMOA,Swains,Forereef,Deep,-11.0562285,-171.092075,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00123,4383,3/23/12,2012,SAMOA,Swains,Forereef,Deep,-11.06149418,-171.0682411,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00125,4352,3/22/12,2012,SAMOA,Swains,Forereef,Deep,-11.06694359,-171.0836971,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00126,4378,3/23/12,2012,SAMOA,Swains,Forereef,Deep,-11.04579488,-171.0704373,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00129,4371,3/23/12,2012,SAMOA,Swains,Forereef,Deep,-11.05376598,-171.0640896,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2012,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00201,2426,3/18/10,2010,SAMOA,Swains,Forereef,Deep,-11.05922,-171.0909,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00205,2422,3/17/10,2010,SAMOA,Swains,Forereef,Shallow,-11.04654,-171.08101,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00208,2428,3/18/10,2010,SAMOA,Swains,Forereef,Shallow,-11.05233,-171.09207,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2010,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00210,2414,3/17/10,2010,SAMOA,Swains,Forereef,Shallow,-11.04844,-171.08916,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00213,2433,3/18/10,2010,SAMOA,Swains,Forereef,Deep,-11.04723,-171.08669,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00214,2416,3/17/10,2010,SAMOA,Swains,Forereef,Shallow,-11.04555,-171.07262,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00215,2417,3/17/10,2010,SAMOA,Swains,Forereef,Mid,-11.05337,-171.06438,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00216,2430,3/18/10,2010,SAMOA,Swains,Forereef,Deep,-11.04524,-171.07542,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00217,2421,3/17/10,2010,SAMOA,Swains,Forereef,Mid,-11.04749,-171.06853,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00219,2415,3/17/10,2010,SAMOA,Swains,Forereef,Shallow,-11.05165,-171.06535,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00223,2429,3/18/10,2010,SAMOA,Swains,Forereef,Mid,-11.04752,-171.08742,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00224,2418,3/17/10,2010,SAMOA,Swains,Forereef,Deep,-11.05444,-171.06389,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00225,2419,3/17/10,2010,SAMOA,Swains,Forereef,Deep,-11.05844,-171.06532,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00226,2420,3/17/10,2010,SAMOA,Swains,Forereef,Mid,-11.05732,-171.0649,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00227,2409,3/16/10,2010,SAMOA,Swains,Forereef,Mid,-11.06798,-171.07784,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00229,2410,3/16/10,2010,SAMOA,Swains,Forereef,Deep,-11.06475,-171.0721,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00230,2427,3/18/10,2010,SAMOA,Swains,Forereef,Mid,-11.0516,-171.09241,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00231,2404,3/16/10,2010,SAMOA,Swains,Forereef,Mid,-11.06768,-171.08246,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00232,2403,3/16/10,2010,SAMOA,Swains,Forereef,Mid,-11.06196,-171.08865,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefMid,Swains,NA,NA,NA,NA,
SWA-00233,2406,3/16/10,2010,SAMOA,Swains,Forereef,Deep,-11.06024,-171.06711,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00234,2402,3/16/10,2010,SAMOA,Swains,Forereef,Deep,-11.0665,-171.0843,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00235,2431,3/18/10,2010,SAMOA,Swains,Forereef,Deep,-11.05662,-171.09174,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2010,ForereefDeep,Swains,NA,NA,NA,NA,
SWA-00400,2405,3/16/10,2010,SAMOA,Swains,Forereef,Shallow,-11.06371,-171.08688,0,SWAINS_SANCTUARY,17,17,RANDOM,RAMP_BASIC,2010,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00403,2408,3/16/10,2010,SAMOA,Swains,Forereef,Shallow,-11.062,-171.06931,0,SWAINS_OPEN,17,17,RANDOM,RAMP_BASIC,2010,ForereefShallow,Swains,NA,NA,NA,NA,
SWA-00406,8053,2/15/15,2015,SAMOA,Swains,Forereef,Deep,-11.04623158,-171.0806647,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00407,8101,2/19/15,2015,SAMOA,Swains,Forereef,Deep,-11.05343968,-171.0925737,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00412,8086,2/18/15,2015,SAMOA,Swains,Forereef,Deep,-11.05229421,-171.0646045,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00414,8107,2/19/15,2015,SAMOA,Swains,Forereef,Shallow,-11.04719952,-171.0847748,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00415,8113,2/20/15,2015,SAMOA,Swains,Forereef,Deep,-11.04673147,-171.0840072,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00416,8103,2/19/15,2015,SAMOA,Swains,Forereef,Mid,-11.04612093,-171.0699623,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00418,8045,2/15/15,2015,SAMOA,Swains,Forereef,Deep,-11.04572992,-171.0705,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00422,8102,2/19/15,2015,SAMOA,Swains,Forereef,Mid,-11.0481543,-171.0895477,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00427,8084,2/18/15,2015,SAMOA,Swains,Forereef,Deep,-11.06705189,-171.083549,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00429,8054,2/15/15,2015,SAMOA,Swains,Forereef,Shallow,-11.04571098,-171.0775275,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00437,8090,2/19/15,2015,SAMOA,Swains,Forereef,Mid,-11.06366853,-171.0709938,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00439,8050,2/15/15,2015,SAMOA,Swains,Forereef,Deep,-11.06394522,-171.0716356,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00440,8104,2/19/15,2015,SAMOA,Swains,Forereef,Mid,-11.04782757,-171.0681579,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00443,8087,2/18/15,2015,SAMOA,Swains,Forereef,Mid,-11.05015757,-171.0662867,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00444,8106,2/19/15,2015,SAMOA,Swains,Forereef,Shallow,-11.04558189,-171.0722801,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00445,8091,2/19/15,2015,SAMOA,Swains,Forereef,Deep,-11.06488508,-171.0724113,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefDeep,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00446,8049,2/15/15,2015,SAMOA,Swains,Forereef,Mid,-11.06202794,-171.0892082,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00449,8051,2/15/15,2015,SAMOA,Swains,Forereef,Mid,-11.06645711,-171.0749472,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00450,8117,2/20/15,2015,SAMOA,Swains,Forereef,Shallow,-11.05880845,-171.0907219,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00455,8047,2/15/15,2015,SAMOA,Swains,Forereef,Mid,-11.0500383,-171.091611,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00461,8089,2/19/15,2015,SAMOA,Swains,Forereef,Mid,-11.05537556,-171.0638459,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00467,8114,2/20/15,2015,SAMOA,Swains,Forereef,Mid,-11.06835737,-171.079236,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00470,8116,2/20/15,2015,SAMOA,Swains,Forereef,Mid,-11.0662453,-171.0844488,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00474,8052,2/15/15,2015,SAMOA,Swains,Forereef,Shallow,-11.06127483,-171.0681867,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00481,8092,2/19/15,2015,SAMOA,Swains,Forereef,Shallow,-11.06797029,-171.0818587,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00482,8085,2/18/15,2015,SAMOA,Swains,Forereef,Mid,-11.05832842,-171.0913501,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefMid,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00483,8055,2/15/15,2015,SAMOA,Swains,Forereef,Shallow,-11.04525081,-171.0756188,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00485,8048,2/15/15,2015,SAMOA,Swains,Forereef,Shallow,-11.05592198,-171.0919352,0,SWAINS_OPEN,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_OPEN,NA,NA,NA,NA,
SWA-00489,8088,2/18/15,2015,SAMOA,Swains,Forereef,Shallow,-11.05882228,-171.0658722,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00493,8115,2/20/15,2015,SAMOA,Swains,Forereef,Shallow,-11.0605746,-171.089586,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00499,8046,2/15/15,2015,SAMOA,Swains,Forereef,Shallow,-11.04723983,-171.0690342,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
SWA-00675,8105,2/19/15,2015,SAMOA,Swains,Forereef,Shallow,-11.05305025,-171.0645715,0,SWAINS_SANCTUARY,17,17,RANDOM,AS_SANCTUARY,2015,ForereefShallow,SWAINS_SANCTUARY,Swains Sanctuary Unit,2012,Restricted,NA,
TAU-00001,1311,3/2/08,2008,SAMOA,Tau,Forereef,Mid,-14.24713,-169.41892,0,TAU_OPEN,790,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00002,1312,3/2/08,2008,SAMOA,Tau,Forereef,Mid,-14.25116,-169.44694,0,TAU_OPEN,864,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00004,1319,3/5/08,2008,SAMOA,Tau,Forereef,Mid,-14.2124,-169.44067,0,TAU_OPEN,910,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00007,1313,3/2/08,2008,SAMOA,Tau,Forereef,Mid,-14.22728,-169.41792,0,TAU_OPEN,790,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00008,1307,3/1/08,2008,SAMOA,Tau,Forereef,Mid,-14.26257,-169.47492,0,TAU_OPEN,967,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00009,1308,3/1/08,2008,SAMOA,Tau,Forereef,Mid,-14.2466,-169.50577,0,TAU_OPEN,1118,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00010,1321,3/5/08,2008,SAMOA,Tau,Forereef,Mid,-14.2147,-169.46818,0,TAU_OPEN,978,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00011,1322,3/5/08,2008,SAMOA,Tau,Forereef,Mid,-14.21738,-169.51308,0,TAU_OPEN,1143,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00012,1309,3/1/08,2008,SAMOA,Tau,Forereef,Mid,-14.25755,-169.50068,0,TAU_SANCTUARY,1061,55502,HAPHAZARD,RAMP_BASIC,2008,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00050,1310,3/1/08,2008,SAMOA,Tau,Forereef,Shallow,-14.25395,-169.46957,0,TAU_OPEN,967,55502,RANDOM,RAMP_BASIC,2008,ForereefShallow,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00051,1314,3/2/08,2008,SAMOA,Tau,Forereef,Deep,-14.25025,-169.46218,0,TAU_OPEN,958,55502,RANDOM,RAMP_BASIC,2008,ForereefDeep,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00052,1323,3/5/08,2008,SAMOA,Tau,Forereef,Deep,-14.21435,-169.4213,0,TAU_OPEN,790,55502,RANDOM,RAMP_BASIC,2008,ForereefDeep,Tau,NA,NA,NA,NA,
TAU-00061,4734,4/22/12,2012,SAMOA,Tau,Forereef,Deep,-14.26766065,-169.4972779,0,TAU_SANCTUARY,1001,55502,RANDOM,RAMP_BASIC,2012,ForereefDeep,Tau,NA,NA,NA,NA,
TAU-00062,4737,4/22/12,2012,SAMOA,Tau,Forereef,Deep,-14.24708392,-169.5057902,0,TAU_OPEN,1117,55502,RANDOM,RAMP_BASIC,2012,ForereefDeep,Tau,NA,NA,NA,NA,
TAU-00063,4753,4/23/12,2012,SAMOA,Tau,Forereef,Deep,-14.27250942,-169.4832385,0,TAU_OPEN,967,55502,RANDOM,RAMP_BASIC,2012,ForereefDeep,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00065,4739,4/22/12,2012,SAMOA,Tau,Forereef,Deep,-14.21524459,-169.4990176,0,TAU_OPEN,1135,55502,RANDOM,RAMP_BASIC,2012,ForereefDeep,Tau,NA,NA,NA,NA,
TAU-00067,4740,4/22/12,2012,SAMOA,Tau,Forereef,Deep,-14.21024554,-169.4251118,0,TAU_OPEN,792,55502,RANDOM,RAMP_BASIC,2012,ForereefDeep,Tau,NA,NA,NA,NA,
TAU-00071,4738,4/22/12,2012,SAMOA,Tau,Forereef,Mid,-14.25615959,-169.5008343,0,TAU_SANCTUARY,1066,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00073,4735,4/22/12,2012,SAMOA,Tau,Forereef,Mid,-14.24904084,-169.5046005,0,TAU_SANCTUARY,1106,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00075,4755,4/23/12,2012,SAMOA,Tau,Forereef,Mid,-14.25947916,-169.4223507,0,TAU_OPEN,790,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00077,4754,4/23/12,2012,SAMOA,Tau,Forereef,Mid,-14.27409553,-169.4856458,0,TAU_OPEN,967,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00080,4759,4/23/12,2012,SAMOA,Tau,Forereef,Mid,-14.25480508,-169.4694698,0,TAU_OPEN,967,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00081,4742,4/22/12,2012,SAMOA,Tau,Forereef,Mid,-14.21025266,-169.4527955,0,TAU_OPEN,967,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00083,4743,4/22/12,2012,SAMOA,Tau,Forereef,Mid,-14.21441939,-169.4738187,0,TAU_OPEN,995,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00085,4744,4/22/12,2012,SAMOA,Tau,Forereef,Mid,-14.21425888,-169.5038962,0,TAU_OPEN,1142,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,NA,NA,NA,NA,
TAU-00087,4761,4/23/12,2012,SAMOA,Tau,Forereef,Mid,-14.25440434,-169.4203784,0,TAU_OPEN,790,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00091,4756,4/23/12,2012,SAMOA,Tau,Forereef,Mid,-14.23890151,-169.4194976,0,TAU_OPEN,790,55502,RANDOM,RAMP_BASIC,2012,ForereefMid,Tau,National Park of American Samoa,1988,Fished,NA,
TAU-00093,4736,4/22/12,2012,SAMOA,Tau,Forereef,Shallow,-14.21910898,-169.513701,0,TAU_OPEN,1143,55502,RANDOM,RAMP_BASIC,2012,ForereefShallow,Tau,NA,NA,NA,NA,
